CTYNAME,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,H_MALE,H_FEMALE
Hunt,10,6044,2987,3057,2656,2646,184,272,33,36,65,54,8,10,40,40,2444,2530,538,535
Hunt,11,6189,2989,3200,2714,2832,178,232,37,51,17,44,7,8,34,35,2461,2713,531,493
Hunt,12,7194,3574,3620,3181,3243,237,228,61,59,37,33,6,6,50,53,3154,3251,413,371
Hunt,13,6332,3069,3263,2768,2873,234,290,20,37,20,28,4,1,22,35,2770,3029,296,235
Hunt,14,5278,2587,2691,2350,2436,147,164,33,22,15,33,5,7,35,31,2380,2534,205,158
Hunt,15,4324,2014,2310,1843,2090,103,143,20,30,14,26,1,0,33,21,1891,2193,124,118
Hunt,16,3073,1402,1671,1297,1522,56,85,14,19,11,29,0,4,23,13,1365,1617,35,54
Hunt,17,2023,973,1050,889,965,43,50,16,9,5,11,1,0,18,16,936,1004,37,50
Hunt,18,1651,582,1069,538,981,29,68,2,7,3,4,0,0,10,9,555,1036,27,33
Hutchinson,5,1170,601,569,531,529,36,10,11,13,4,2,1,0,13,20,381,400,217,171
Hutchinson,6,1257,688,569,624,517,20,18,13,12,1,15,0,0,28,9,481,395,203,175
Hutchinson,7,1221,619,602,562,551,14,22,8,11,12,8,0,1,20,12,418,455,196,147
Hutchinson,8,1417,756,661,683,623,28,14,29,7,8,9,0,0,6,10,503,483,245,178
Hutchinson,9,1296,640,656,579,604,17,18,17,24,11,3,0,0,14,9,486,497,153,159
Hutchinson,10,1249,637,612,600,574,18,14,5,14,1,3,0,0,12,8,460,459,175,153
Hutchinson,11,1085,569,516,516,481,18,8,17,14,3,4,0,1,14,9,406,422,166,94
Hutchinson,12,1308,680,628,615,574,22,17,21,14,6,10,1,0,14,14,550,528,127,101
Hutchinson,13,1365,697,668,661,621,16,19,9,18,6,5,0,1,5,4,615,575,80,94
Hutchinson,14,1289,645,644,595,592,17,23,14,17,9,4,0,0,8,10,551,596,88,49
Hutchinson,15,867,434,433,415,410,14,13,2,8,0,3,0,1,1,0,396,396,35,37
Hutchinson,16,645,325,320,296,296,11,4,8,8,3,2,0,0,6,11,291,282,33,41
Hutchinson,17,428,194,234,172,211,0,8,5,6,1,5,1,0,12,7,180,217,14,17
Hutchinson,18,436,185,251,172,234,2,4,10,9,0,0,0,0,2,3,174,236,12,15
Irion,5,73,47,26,42,25,0,0,4,1,1,0,0,0,0,0,25,19,28,7
Irion,6,72,27,45,23,42,4,0,0,0,0,0,0,0,0,3,25,35,3,12
Irion,7,105,54,51,55,45,0,2,0,0,0,1,0,0,1,1,34,39,22,12
Irion,8,120,56,64,58,57,0,0,0,1,0,1,0,0,2,1,42,47,19,21
Irion,9,73,44,29,43,27,0,0,0,1,0,0,0,0,1,1,22,16,25,13
Irion,10,96,59,37,58,36,0,0,0,0,1,0,0,0,0,1,47,31,13,5
Irion,11,67,31,36,29,35,0,1,2,0,0,0,0,0,0,0,18,29,13,8
Irion,12,127,77,50,73,48,1,0,0,1,0,1,0,0,3,0,64,40,12,10
Irion,13,121,48,73,45,69,0,4,0,0,1,0,0,0,1,1,43,45,4,28
Irion,14,111,55,56,52,56,0,0,3,0,0,0,0,0,0,0,46,51,12,5
Irion,15,67,32,35,32,34,0,0,1,0,0,0,0,0,0,0,29,28,4,6
Irion,16,85,43,42,41,39,1,1,1,0,0,0,0,0,1,1,40,35,9,7
Irion,17,33,16,17,16,17,0,0,0,0,0,0,0,0,0,0,14,11,4,7
Irion,18,35,11,24,11,24,0,0,0,0,0,0,0,0,0,0,6,20,6,4
Jack,5,652,426,226,361,208,57,2,6,4,4,1,0,2,0,7,300,175,126,51
Jack,6,705,474,231,398,225,55,4,2,2,4,0,2,1,12,0,352,183,118,47
Jack,7,573,364,209,313,194,45,2,4,5,1,3,1,1,0,4,287,167,76,43
Jack,8,646,382,264,337,253,34,4,1,4,4,4,0,0,5,0,328,227,56,37
Jack,9,522,304,218,269,213,26,0,0,1,6,1,0,0,2,4,232,170,71,48
Jack,10,555,317,238,275,223,32,2,6,3,2,8,0,0,2,2,264,196,53,42
Jack,11,546,306,240,265,231,26,0,9,4,2,2,0,0,3,4,251,199,51,41
Jack,12,637,349,288,335,285,9,1,2,3,1,0,0,0,1,0,318,262,31,26
Jack,13,530,278,252,256,243,9,2,7,1,0,4,0,0,4,4,246,236,28,17
Jack,14,445,233,212,221,200,2,7,4,4,0,2,0,0,5,0,226,208,7,4
Jack,15,442,220,222,214,215,3,4,2,1,0,0,0,0,1,2,214,219,8,3
Jack,16,284,138,146,136,143,0,1,1,2,0,0,0,0,1,0,130,139,8,7
Jack,17,210,97,113,95,112,0,0,2,0,0,0,0,0,0,1,89,103,9,11
Jack,18,155,65,90,65,86,0,2,0,0,0,0,0,0,0,2,63,84,2,6
Jackson,5,880,471,409,417,345,40,50,5,8,1,3,0,0,6,5,270,254,198,157
Jackson,6,859,455,404,387,352,44,28,7,7,2,7,0,0,9,16,273,266,173,138
Jackson,7,917,496,421,447,364,18,41,2,4,15,9,0,1,10,6,281,284,213,139
Jackson,8,1027,534,493,465,449,38,21,9,12,9,5,1,0,10,8,300,303,227,190
Jackson,9,824,415,409,392,373,10,26,0,2,6,11,0,0,4,0,254,292,153,118
Jackson,10,823,419,404,351,380,34,21,21,1,2,2,0,0,10,1,263,258,143,147
Jackson,11,751,408,343,380,307,16,30,2,2,1,2,2,0,6,3,268,242,135,101
Jackson,12,897,419,478,371,443,32,23,4,2,6,8,0,0,4,4,290,352,125,127
Jackson,13,948,484,464,441,420,36,35,3,6,1,2,0,0,1,3,367,374,115,91
Jackson,14,944,499,445,450,397,31,39,2,8,7,0,0,0,6,4,394,388,102,58
Jackson,15,590,289,301,246,269,28,27,2,1,0,1,0,1,11,4,237,254,47,47
Jackson,16,525,229,296,218,272,6,13,3,4,0,0,0,0,2,7,190,250,39,46
Jackson,17,360,152,208,144,187,8,12,0,2,0,1,0,0,1,5,137,177,15,31
Jackson,18,378,144,234,132,218,2,12,0,1,8,2,0,0,2,1,124,210,18,24
Jasper,5,1838,1012,826,768,640,196,153,10,10,11,10,0,1,26,13,883,733,127,94
Jasper,6,2085,1074,1011,847,759,197,222,5,14,5,5,0,2,17,12,962,930,108,81
Jasper,7,1912,948,964,753,810,168,130,8,15,9,6,1,1,7,4,867,902,78,61
Jasper,8,2057,1062,995,890,797,151,179,6,6,8,9,0,0,7,4,946,926,114,69
Jasper,9,1837,889,948,738,774,136,148,1,13,10,12,0,0,2,3,783,893,103,56
Jasper,10,1981,973,1008,769,809,158,151,16,12,12,25,1,1,10,17,899,935,65,76
Jasper,11,2250,1107,1143,919,923,152,197,7,9,16,7,1,1,12,6,1052,1117,50,27
Jasper,12,2506,1244,1262,1013,1054,198,196,8,9,5,7,1,0,13,2,1155,1229,85,33
Jasper,13,2480,1198,1282,976,1018,181,243,22,6,12,3,0,0,5,14,1139,1232,53,51
Jasper,14,2289,1113,1176,950,1009,146,142,7,9,2,6,0,3,7,8,1084,1139,28,37
Jasper,15,1964,912,1052,775,890,116,149,14,5,0,2,0,0,3,10,898,1041,8,13
Jasper,16,1422,694,728,608,634,72,74,2,8,4,1,1,2,8,8,689,711,5,24
Jasper,17,945,385,560,354,478,26,76,3,1,2,1,0,0,1,3,377,556,9,4
Jasper,18,749,315,434,285,371,29,51,1,2,0,1,0,0,0,9,310,424,5,10
Jeff,5,53,25,28,19,28,1,0,4,0,0,0,0,0,1,0,5,19,19,9
Jeff,6,113,54,59,50,50,0,4,1,0,0,0,0,0,2,6,28,28,25,31
Jeff,7,137,67,70,61,65,1,1,1,0,1,0,1,0,2,4,32,38,41,32
Jeff,8,109,48,61,48,56,0,0,0,2,2,1,0,0,0,0,30,26,20,35
Jeff,9,125,65,60,65,56,0,1,0,2,0,0,0,0,0,1,32,35,31,25
Jeff,10,128,58,70,52,57,4,1,2,0,0,12,0,0,0,0,20,55,36,15
Jeff,11,178,108,70,87,57,1,0,0,1,0,16,0,0,16,0,69,50,26,22
Jeff,12,239,117,122,106,111,2,0,4,9,0,0,0,0,2,5,86,69,28,54
Jeff,13,250,131,119,125,117,0,0,1,1,0,1,0,0,4,1,92,82,38,39
Jeff,14,262,126,136,122,127,0,0,2,8,0,0,0,0,0,3,96,117,28,19
Jeff,15,209,124,85,122,81,0,3,0,0,1,1,0,0,1,0,101,68,22,17
Jeff,16,204,117,87,99,85,8,0,4,0,1,1,0,0,5,1,92,80,24,9
Jeff,17,89,43,46,42,46,0,0,0,0,0,0,0,0,1,0,28,25,15,21
Jeff,18,86,28,58,28,56,0,1,0,1,0,0,0,0,0,0,27,40,2,18
Jefferson,5,16555,8699,7856,4940,4238,3050,2967,122,110,403,354,6,7,177,181,6176,5824,2525,2036
Jefferson,6,18254,10029,8225,5726,4450,3594,3090,114,99,443,403,6,11,142,176,7323,6246,2705,1987
Jefferson,7,17580,9693,7887,5686,4266,3372,3020,170,88,337,382,6,5,114,134,7046,6135,2632,1752
Jefferson,8,17414,9541,7873,5744,4578,3179,2672,118,72,369,455,17,17,111,82,6876,6149,2660,1725
Jefferson,9,15483,8411,7072,5239,4029,2580,2531,110,84,377,339,6,6,98,84,6040,5445,2367,1627
Jefferson,10,14318,7546,6772,4577,3905,2360,2312,95,86,382,364,13,4,115,105,5553,5206,1996,1580
Jefferson,11,14103,7462,6641,4529,3796,2382,2380,99,47,370,355,7,2,68,68,5867,5598,1591,1046
Jefferson,12,15706,7850,7856,4838,4557,2518,2905,74,61,345,263,17,7,57,64,6562,6876,1290,986
Jefferson,13,15475,7461,8014,4683,4751,2389,2893,72,55,245,248,4,2,68,65,6429,7216,1032,799
Jefferson,14,12614,5970,6644,3865,4083,1799,2261,31,28,209,217,8,4,55,54,5273,6026,697,618
Jefferson,15,9750,4629,5121,3020,3166,1421,1765,41,38,95,110,9,2,38,45,4168,4696,453,427
Jefferson,16,6565,2762,3803,1941,2514,697,1166,17,19,79,85,3,0,25,19,2525,3505,236,299
Jefferson,17,4588,1876,2712,1269,1872,501,764,17,20,62,47,0,0,24,12,1727,2554,145,158
Jefferson,18,4946,1801,3145,1318,2305,418,762,15,8,41,48,0,0,8,23,1618,2885,184,264
Jim,5,313,176,137,172,133,2,2,2,2,0,0,0,0,0,0,10,6,166,131
Jim,6,246,114,132,106,126,1,0,5,1,1,0,0,1,2,3,8,5,107,127
Jim,7,354,186,168,182,159,3,1,1,2,1,1,0,0,3,1,15,9,177,159
Jim,8,302,169,133,165,131,0,0,0,0,0,1,0,0,4,1,5,4,162,130
Jim,9,306,147,159,144,157,1,0,1,0,1,2,0,0,0,0,11,13,137,146
Jim,10,263,147,116,144,110,4,1,0,1,0,3,0,0,0,0,10,12,135,104
Jim,11,255,121,134,114,133,2,1,0,0,4,0,0,0,1,0,13,18,109,117
Jim,12,285,142,143,141,138,1,0,0,0,0,0,0,0,0,5,9,11,133,132
Jim,13,267,152,115,150,113,1,0,0,0,0,1,0,0,1,1,18,12,133,103
Jim,14,225,101,124,98,122,0,0,2,1,1,1,0,0,0,0,9,15,93,109
Jim,15,268,111,157,108,153,1,2,2,0,0,1,0,0,0,1,10,9,100,148
Jim,16,185,87,98,85,99,0,0,0,0,1,0,0,0,0,0,15,12,71,86
Jim,17,142,56,86,55,82,0,4,0,0,0,0,0,0,0,1,7,8,48,78
Jim,18,64,22,42,21,41,0,0,0,1,0,0,0,0,1,0,3,6,18,36
Jim,5,2583,1357,1226,1326,1169,6,16,11,11,4,17,0,1,7,15,190,202,1160,1024
Jim,6,2699,1394,1305,1305,1268,45,13,19,12,8,6,1,0,12,10,228,252,1161,1058
Jim,7,2531,1290,1241,1191,1194,61,13,10,15,2,18,1,1,14,11,235,200,1042,1043
Jim,8,2690,1402,1288,1304,1217,14,10,24,9,10,80,2,0,17,3,234,309,1129,982
Jim,9,2374,1198,1176,1172,1146,14,8,6,17,3,4,0,0,0,4,225,224,968,952
Jim,10,2266,1089,1177,1026,1139,7,12,29,12,8,9,1,1,17,5,226,251,857,927
Jim,11,2155,999,1156,953,1127,25,4,11,14,3,8,2,0,3,5,235,211,761,947
Jim,12,2241,1096,1145,1040,1119,11,3,30,8,3,6,3,0,6,12,268,273,824,872
Jim,13,2394,1118,1276,1073,1239,8,7,24,17,3,6,2,0,6,9,311,385,803,891
Jim,14,1912,910,1002,862,968,14,16,6,9,13,12,0,1,7,4,296,274,606,728
Jim,15,1811,914,897,872,874,12,2,22,12,4,3,0,2,4,4,244,195,667,702
Jim,16,1115,484,631,474,624,1,0,4,2,0,4,0,0,3,3,124,121,357,512
Jim,17,897,388,509,373,496,4,1,0,3,0,0,0,0,9,11,112,147,270,362
Jim,18,724,268,456,250,433,5,7,7,10,2,1,0,2,3,4,85,133,183,323
Johnson,5,10875,5577,5298,4982,4766,314,258,52,60,57,36,35,33,134,148,3858,3668,1716,1630
Johnson,6,11466,5993,5473,5336,4994,365,201,91,65,54,63,29,40,115,113,4219,3901,1766,1590
Johnson,7,12399,6157,6242,5506,5609,342,318,56,73,71,115,49,38,125,97,4325,4747,1826,1496
Johnson,8,12501,6284,6217,5527,5576,380,302,89,88,125,127,38,29,116,104,4591,4794,1675,1422
Johnson,9,11214,5671,5543,5073,5013,379,301,51,50,48,81,46,31,66,75,4246,4310,1408,1234
Johnson,10,11474,5845,5629,5273,5118,325,282,58,70,85,60,24,24,69,86,4438,4421,1387,1211
Johnson,11,11119,5641,5478,5131,5000,299,281,69,49,55,76,14,27,56,62,4417,4437,1204,1045
Johnson,12,11573,5767,5806,5328,5419,222,212,65,49,51,65,22,8,72,60,4861,4923,892,895
Johnson,13,10804,5300,5504,4997,5105,169,221,51,45,23,66,12,6,45,64,4593,4939,702,567
Johnson,14,8479,4001,4478,3732,4234,140,120,28,48,46,32,4,6,49,40,3540,4057,461,421
Johnson,15,7213,3284,3929,3103,3766,87,103,29,19,22,12,2,5,39,26,3012,3548,271,383
Johnson,16,4965,2254,2711,2160,2606,32,50,28,13,21,19,1,2,13,20,2025,2470,230,245
Johnson,17,3194,1353,1841,1294,1778,17,33,12,3,14,17,4,0,10,12,1247,1710,104,131
Johnson,18,2385,956,1429,918,1357,18,32,8,11,4,16,1,1,7,12,878,1377,77,53
Jones,5,1501,1186,315,750,286,374,14,21,12,15,0,0,0,23,6,734,195,449,121
Jones,6,1735,1290,445,855,422,367,10,26,4,20,5,0,0,18,8,777,316,507,130
Jones,7,1708,1275,433,895,397,347,17,10,7,7,2,0,0,15,11,778,345,496,90
Jones,8,1723,1237,486,869,457,317,8,20,8,11,8,0,0,15,10,816,334,415,154
Jones,9,1332,1024,308,711,265,262,37,11,6,13,1,0,0,23,3,683,224,337,84
Jones,10,1444,962,482,716,452,218,15,11,6,12,6,0,0,4,4,697,366,262,116
Jones,11,1194,795,399,621,379,147,9,4,8,13,2,1,0,7,3,595,318,199,82
Jones,12,1259,676,583,592,545,70,19,11,11,1,7,0,0,1,2,529,482,146,102
Jones,13,1156,635,521,546,460,62,32,12,16,0,8,0,0,12,8,531,426,97,98
Jones,14,982,475,507,437,470,28,21,6,8,1,1,0,0,3,7,396,438,79,68
Jones,15,830,444,386,395,370,28,10,16,1,1,1,0,0,4,4,380,332,54,53
Jones,16,652,280,372,266,358,11,9,1,2,1,0,0,0,1,3,223,337,58,35
Jones,17,377,172,205,156,199,9,7,5,0,0,0,0,0,1,0,153,176,18,29
Jones,18,451,194,257,184,239,7,9,2,4,0,1,0,0,1,4,170,225,24,33
Karnes,5,1280,886,394,659,379,207,4,9,4,2,5,0,0,8,3,370,127,514,267
Karnes,6,1428,996,432,695,415,277,5,3,4,4,8,0,0,16,1,448,130,543,302
Karnes,7,1402,978,424,715,411,242,3,3,4,7,2,4,1,4,6,453,136,520,288
Karnes,8,1195,817,378,623,355,164,7,17,8,8,3,0,0,4,6,363,117,452,263
Karnes,9,1030,677,353,550,339,102,12,16,3,2,0,0,1,4,1,261,134,415,219
Karnes,10,904,553,351,457,329,87,6,9,9,0,4,0,0,2,1,305,131,251,220
Karnes,11,716,403,313,350,299,40,5,12,4,0,4,0,0,0,2,199,138,203,176
Karnes,12,854,490,364,430,348,42,7,4,4,6,0,0,0,7,6,289,174,200,190
Karnes,13,837,420,417,397,389,12,14,1,9,0,4,0,0,7,4,225,233,192,184
Karnes,14,718,338,380,313,358,8,11,8,3,4,5,0,0,4,4,200,218,135,162
Karnes,15,544,271,273,262,270,7,2,0,1,1,0,0,0,1,0,178,140,92,134
Karnes,16,348,166,182,153,179,13,2,0,1,0,0,0,0,0,0,115,115,49,67
Karnes,17,307,121,186,119,181,1,5,0,1,0,0,0,0,0,0,77,122,43,64
Karnes,18,306,109,197,109,193,1,1,0,1,0,0,0,0,0,1,69,131,44,66
Kaufman,5,8173,4259,3914,3337,3042,680,653,45,44,57,58,1,2,132,122,3038,2684,1206,1236
Kaufman,6,9274,4398,4876,3490,3849,701,798,69,71,48,78,3,2,77,88,2972,3289,1417,1608
Kaufman,7,10852,5232,5620,4157,4369,790,1005,37,46,112,139,9,3,107,78,3739,4200,1466,1420
Kaufman,8,11403,5499,5904,4263,4548,949,1100,63,61,127,140,6,8,70,68,3974,4456,1470,1449
Kaufman,9,9996,5126,4870,4057,3695,815,933,38,62,83,123,12,10,93,75,3739,3743,1344,1127
Kaufman,10,9170,4411,4759,3548,3794,670,787,31,42,87,78,4,2,65,62,3388,3726,1013,1036
Kaufman,11,8518,4251,4267,3376,3426,712,683,54,23,58,95,3,4,39,45,3357,3475,879,801
Kaufman,12,8539,4229,4310,3539,3492,548,666,43,51,54,72,9,3,23,39,3542,3721,660,597
Kaufman,13,7573,3674,3899,3150,3279,382,504,43,33,41,52,4,1,48,36,3235,3530,434,371
Kaufman,14,5994,2881,3113,2446,2743,350,289,40,18,29,37,1,0,13,28,2560,2846,322,267
Kaufman,15,4626,2189,2437,1950,2066,186,283,19,21,15,32,0,2,21,31,2030,2234,162,204
Kaufman,16,2981,1307,1674,1125,1437,128,180,22,16,19,12,0,1,11,30,1231,1593,70,80
Kaufman,17,1914,854,1060,763,945,57,89,14,6,6,9,0,0,14,11,787,1018,70,42
Kaufman,18,1418,510,908,470,817,23,77,4,4,1,7,0,2,9,4,469,867,33,42
Kendall,5,2523,1357,1166,1264,1067,21,25,13,12,8,16,0,0,43,54,855,825,491,341
Kendall,6,2271,1126,1145,1032,1066,19,32,11,8,23,16,8,0,29,27,758,801,362,346
Kendall,7,2374,1178,1196,1057,1130,38,14,14,6,49,18,1,3,18,26,845,806,330,390
Kendall,8,3261,1606,1655,1484,1547,36,22,29,11,15,38,0,0,36,43,1058,1099,529,556
Kendall,9,3225,1575,1650,1412,1577,63,7,9,7,46,38,12,5,27,22,1010,1139,555,512
Kendall,10,3469,1769,1700,1686,1601,27,22,14,14,26,44,1,4,15,15,1285,1239,484,464
Kendall,11,2992,1479,1513,1416,1406,13,26,10,20,9,41,2,1,24,24,1199,1197,271,316
Kendall,12,3609,1685,1924,1615,1805,27,18,8,9,14,61,0,1,16,35,1348,1565,333,362
Kendall,13,3384,1606,1778,1512,1711,40,27,14,13,10,14,3,0,24,16,1352,1527,248,252
Kendall,14,2966,1498,1468,1429,1438,17,6,15,7,7,8,4,1,25,9,1288,1295,209,173
Kendall,15,2584,1279,1305,1236,1256,12,16,9,7,8,16,0,1,12,11,1166,1146,111,161
Kendall,16,1819,822,997,794,976,7,2,8,8,5,4,1,0,7,7,737,910,83,87
Kendall,17,1135,497,638,476,607,0,8,5,9,4,12,0,1,9,4,441,585,52,53
Kendall,18,1177,431,746,416,734,7,5,4,1,0,0,0,0,4,6,398,672,33,75
Kenedy,5,37,16,21,14,22,0,0,1,0,0,0,0,0,0,0,3,2,11,20
Kenedy,6,34,25,9,20,7,4,0,0,1,1,1,0,0,0,0,4,4,27,5
Kenedy,7,19,7,12,5,10,3,1,0,0,0,0,0,0,0,0,1,2,7,10
Kenedy,8,27,21,6,21,5,0,0,0,0,0,0,0,0,0,1,10,3,12,4
Kenedy,9,19,10,9,10,9,0,0,0,0,0,0,0,0,0,0,4,0,6,9
Kenedy,10,26,11,15,9,15,0,0,0,0,1,0,0,0,1,0,6,5,5,10
Kenedy,11,16,7,9,6,10,0,0,0,0,0,0,0,0,0,0,2,1,4,8
Kenedy,12,25,9,16,10,12,1,1,0,1,0,0,0,0,0,0,2,2,9,14
Kenedy,13,22,12,10,12,9,0,1,0,0,0,0,0,0,0,0,2,4,9,5
Kenedy,14,20,8,12,7,12,1,0,0,0,0,0,0,0,0,0,5,4,4,9
Kenedy,15,31,20,11,20,11,0,0,0,0,0,0,0,0,0,0,8,1,12,10
Kenedy,16,14,8,6,8,6,0,0,0,0,0,0,0,0,0,0,0,1,8,5
Kenedy,17,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Kenedy,18,11,1,10,1,9,0,0,0,1,0,0,0,0,0,0,2,5,0,5
Kent,5,41,21,20,22,16,0,0,0,1,0,0,0,0,1,1,20,11,4,9
Kent,6,35,13,22,10,21,1,1,0,0,0,0,0,0,2,0,12,21,2,1
Kent,7,31,23,8,22,9,0,0,0,0,0,0,0,0,0,0,19,7,3,1
Kent,8,62,27,35,26,35,0,0,1,0,0,0,0,0,0,0,24,35,5,1
Kent,9,30,20,10,20,9,0,1,0,0,0,0,0,0,0,0,12,7,9,3
Kent,10,44,27,17,19,16,0,0,0,0,0,0,0,0,8,1,15,14,11,4
Kent,11,43,22,21,21,19,1,0,0,1,0,0,0,0,1,0,14,15,9,6
Kent,12,56,31,25,31,25,0,0,0,0,0,0,0,0,0,0,27,21,2,4
Kent,13,59,38,21,34,21,2,0,2,0,0,0,0,0,0,0,34,20,6,1
Kent,14,45,14,31,13,31,0,0,0,0,0,0,1,0,0,0,12,30,1,2
Kent,15,49,29,20,29,19,0,0,0,1,0,0,0,0,0,0,24,14,4,6
Kent,16,35,15,20,13,21,0,0,0,0,0,0,0,0,0,1,11,17,2,4
Kent,17,48,13,35,9,28,0,9,0,1,0,0,0,0,1,0,11,34,0,1
Kent,18,38,12,26,12,25,0,0,0,0,0,0,0,0,0,1,9,22,1,2
Kerr,5,2905,1487,1418,1364,1297,44,36,15,26,28,11,4,4,31,45,881,843,598,575
Kerr,6,2791,1391,1400,1255,1296,48,27,29,28,25,24,2,4,22,31,828,818,553,585
Kerr,7,2654,1289,1365,1148,1270,56,23,22,4,22,53,8,1,24,23,863,879,417,487
Kerr,8,2787,1367,1420,1273,1331,24,19,11,22,45,26,1,1,11,23,847,904,516,516
Kerr,9,2308,1164,1144,1057,1087,48,11,27,7,15,20,0,1,13,22,777,759,381,385
Kerr,10,2517,1157,1360,1089,1262,28,32,20,21,10,23,1,1,8,22,753,906,399,454
Kerr,11,2854,1370,1484,1259,1393,32,16,15,41,24,21,10,1,27,15,972,1052,389,433
Kerr,12,3599,1701,1898,1567,1799,61,29,39,15,15,16,4,2,14,38,1229,1476,473,425
Kerr,13,4112,1889,2223,1786,2080,31,55,29,36,11,36,1,0,29,18,1531,1877,354,346
Kerr,14,4050,1898,2152,1803,2072,24,17,29,16,26,29,0,1,16,17,1646,1917,250,235
Kerr,15,4007,1904,2103,1842,2058,21,16,18,16,5,1,4,0,10,16,1682,1903,217,200
Kerr,16,3079,1453,1626,1418,1580,11,14,10,15,3,1,0,2,10,15,1302,1518,151,109
Kerr,17,2148,986,1162,934,1126,23,7,7,7,1,6,2,0,20,15,922,1055,62,107
Kerr,18,1839,807,1032,786,999,8,4,5,10,4,4,0,0,4,15,741,952,67,80
Kimble,5,204,92,112,90,106,0,1,1,0,2,2,0,0,2,0,67,56,31,66
Kimble,6,220,102,118,96,113,4,0,2,1,0,1,0,0,1,2,66,80,42,39
Kimble,7,201,109,92,106,88,3,1,0,0,1,1,0,0,0,1,67,70,42,22
Kimble,8,204,120,84,111,81,8,0,0,1,0,2,1,0,0,0,85,63,34,21
Kimble,9,260,119,141,105,136,0,0,8,2,4,3,0,0,2,0,71,98,47,43
Kimble,10,222,84,138,82,133,1,0,0,0,3,2,0,0,0,1,69,91,16,47
Kimble,11,206,111,95,108,92,0,1,0,0,1,1,0,1,1,1,79,71,30,24
Kimble,12,308,151,157,150,147,0,2,2,5,1,1,0,0,0,0,124,129,29,28
Kimble,13,342,163,179,151,182,3,0,5,1,0,0,0,0,0,0,135,140,23,42
Kimble,14,360,178,182,169,177,0,1,9,1,1,0,0,1,1,0,142,166,37,16
Kimble,15,367,187,180,180,175,2,0,4,1,0,4,0,0,0,1,162,163,26,17
Kimble,16,269,136,133,131,131,1,0,1,0,0,0,0,0,4,1,117,125,22,8
Kimble,17,187,81,106,75,107,4,0,0,0,0,0,0,0,1,0,74,95,5,12
Kimble,18,127,55,72,53,68,0,0,1,4,0,0,0,0,0,1,48,60,6,12
King,5,8,7,1,6,1,0,0,0,0,0,0,1,0,0,0,4,0,3,0
King,6,16,5,11,4,7,0,0,1,0,0,0,0,0,0,4,5,10,0,1
King,7,15,8,7,7,6,0,0,1,1,0,0,0,0,0,0,6,3,2,9
King,8,18,7,11,7,11,0,0,0,0,0,0,0,0,0,0,6,11,1,0
King,9,14,5,9,4,9,0,0,0,0,0,0,0,0,1,0,6,1,0,4
King,10,18,9,9,9,9,0,0,0,0,0,0,0,0,0,0,4,7,5,2
King,11,17,9,8,9,8,0,0,0,0,0,0,0,0,0,0,5,5,4,2
King,12,19,5,14,5,13,0,0,0,0,0,0,0,0,0,1,3,13,2,1
King,13,25,20,5,20,4,0,0,0,0,0,0,0,0,0,1,15,5,3,0
King,14,22,9,13,8,13,0,0,0,0,0,0,0,0,1,0,10,13,0,0
King,15,7,5,2,5,2,0,0,0,0,0,0,0,0,0,0,5,2,0,0
King,16,8,5,3,5,3,0,0,0,0,0,0,0,0,0,0,5,2,0,1
King,17,10,4,6,4,6,0,0,0,0,0,0,0,0,0,0,4,6,0,0
King,18,19,3,16,3,16,0,0,0,0,0,0,0,0,0,0,3,16,0,0
Kinney,5,235,168,67,156,60,8,3,1,0,2,1,0,0,1,3,18,12,148,56
Kinney,6,217,129,88,120,80,2,1,2,0,0,1,0,0,5,6,11,23,120,65
Kinney,7,221,160,61,150,58,4,0,4,1,1,0,1,0,1,1,23,17,137,45
Kinney,8,271,170,101,167,97,1,2,1,0,0,1,1,1,0,0,28,35,141,66
Kinney,9,213,119,94,114,84,0,5,0,1,0,1,0,0,4,4,28,24,88,71
Kinney,10,213,127,86,117,83,2,1,3,0,0,0,0,0,4,3,45,43,83,43
Kinney,11,198,98,100,91,96,5,1,1,1,1,1,0,0,0,1,22,37,77,63
Kinney,12,172,95,77,91,68,0,3,0,5,0,0,0,0,4,1,36,29,59,49
Kinney,13,211,115,96,98,94,5,1,7,3,2,0,0,0,1,0,51,53,61,43
Kinney,14,264,116,148,105,133,7,4,2,6,0,1,0,0,2,4,80,76,39,72
Kinney,15,241,107,134,93,126,4,2,12,2,0,0,0,1,0,1,56,80,53,54
Kinney,16,153,74,79,71,75,0,1,1,3,0,0,1,0,1,0,55,73,18,9
Kinney,17,152,65,87,58,84,3,0,1,0,1,4,0,0,0,1,49,56,14,31
Kinney,18,121,63,58,59,51,1,2,1,4,1,0,0,0,1,1,38,24,25,34
Kleberg,5,4516,2333,2183,1881,1932,178,91,28,12,234,65,2,0,8,85,788,524,1538,1659
Kleberg,6,2493,1339,1154,1178,1054,84,43,21,12,34,17,1,4,16,29,469,346,865,813
Kleberg,7,1868,1021,847,933,783,46,32,7,12,18,12,1,3,16,5,259,195,757,654
Kleberg,8,1848,956,892,851,827,39,20,25,20,20,15,2,4,16,9,227,193,722,699
